product_id,brand_name,product_title,price,avg_product_rating,product_tags,product_url
61305,Olay,Olay White Radiance Day & Night Cream for Brightening and Glow,2378,4.0,,https://www.nykaa.com/olay-white-radiance-day-and-night-brigthening-intensive-regime/p/61305
64110,L'Oreal Paris,L'Oreal Paris Volume Million Lashes Waterproof Mascara,999,4.1,,https://www.nykaa.com/l-oreal-paris-volume-million-lashes-waterproof-mascara/p/64110
68138,Nykaa Cosmetics,Nykaa Dual Tone Nail Enamel Remover,99,3.8,,https://www.nykaa.com/nykaa-dual-tone-nail-enamel-remover/p/68138
68508,Lakme,Lakme Absolute Illuminating Blush Shimmer Brick,616,4.0,,https://www.nykaa.com/lakme-absolute-illuminating-blush-shimmer-brick/p/68508
73008,Maybelline New York,Maybelline New York V-Face Duo Stick,670,3.8,,https://www.nykaa.com/maybelline-new-york-v-face-duo-stick/p/73008
127349,Nykaa Cosmetics,Nykaa Prove Your Point Cosmetic Sharpener! - 6112,149,4.0,,https://www.nykaa.com/nykaa-prove-your-point-cosmetic-sharpener-6112/p/127349
139814,Nykaa Cosmetics,Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact,368,4.1,,https://www.nykaa.com/nykaa-skingenius-skin-perfecting-hydrating-matte-powder-compact/p/139814
139821,Nykaa Cosmetics,Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02,446,4.1,,https://www.nykaa.com/nykaa-skingenius-skin-perfecting-hydrating-matte-powder-compact-rose-beige-02/p/139821
139993,L'Oreal Paris,L'Oreal Paris Infallible Pro-Spray & Set Makeup Extender,999,4.1,,https://www.nykaa.com/l-oreal-paris-infallible-pro-spray-set-makeup-extender/p/139993
160488,L'Oreal Paris,L'Oreal Paris Magic Retouch Instant Root Concealer Spray,299,4.1,BESTSELLER,https://www.nykaa.com/l-oreal-paris-magic-retouch-instant-root-concealer/p/160488
173656,NYX Professional Makeup,NYX Professional Makeup Suede Matte Lip Liner,450,4.0,,https://www.nykaa.com/nyx-professional-makeup-suede-matte-lip-liner/p/173656
176376,Maybelline New York,Maybelline New York Face Studio Master Contour Palette,950,4.1,,https://www.nykaa.com/maybelline-new-york-face-studio-master-contour-palette/p/176376
189912,Lakme,Lakme Absolute Argan Oil Serum Foundation With SPF 45,660,4.1,,https://www.nykaa.com/lakme-absolute-argan-oil-serum-foundation-with-spf-45/p/189912
189962,Maybelline New York,Maybelline New York Facestudio Master Strobing Cream,665,4.1,,https://www.nykaa.com/maybelline-new-york-facestudio-master-strobing-cream/p/189962
190741,NYX Professional Makeup,NYX Professional Makeup Ultimate Multi-Finish Shadow Palette,1725,4.1,,https://www.nykaa.com/nyx-professional-makeup-ultimate-multi-finish-shadow-palette/p/190741
196392,Nykaa Cosmetics,Nykaa Get Winged! Sketch Eyeliner Pen - Black Swan 01,360,3.8,,https://www.nykaa.com/nykaa-get-winged-eyeliner-black-swan-01/p/196392
209281,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Golden Hazelnut 06,394,4.0,,https://www.nykaa.com/nykaa-skingenius-foundation-stick-golden-hazelnut-06/p/209281
209282,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Toffee Chisel 07,446,4.0,,https://www.nykaa.com/nykaa-skingenius-foundation-stick-toffee-chisel-07/p/209282
220091,Nykaa Cosmetics,Nykaa GLAMOReyes Coloured Liquid Eyeliner - 05 Dragon's Heart,239,3.9,,https://www.nykaa.com/nykaa-glamoreyes-liquid-eyeliner-05-dragon-s-heart/p/220091
222623,Nykaa Cosmetics,Nykaa Bling It On Pouch,225,4.0,,https://www.nykaa.com/nykaa-bling-it-on-pouch/p/222623
248367,Nykaa Cosmetics,Nykaa Party Edit Clutch,749,4.1,,https://www.nykaa.com/nykaa-party-edit-clutch/p/248367
257862,L'Oreal Paris,L'Oreal Paris Infallible Gel Crayon Eyeliner,429,4.1,,https://www.nykaa.com/l-oreal-paris-infallible-gel-crayon-eyeliner/p/257862
262993,Olay,Olay Total Effects Day Cream For Sensitive Skin - Niacinamide,764,4.1,,https://www.nykaa.com/olay-total-effects-7-in-one-touch-of-foundation-bb-creme-spf-15-50gm-new/p/262993
266374,L'Oreal Paris,L'Oreal Paris Excellence Fashion Highlights Hair Color,350,3.9,,https://www.nykaa.com/l-oreal-paris-excellence-fashion-highlights-hair-color/p/266374
277501,Nykaa Cosmetics,Nykaa All Thing Glam Makeup Bag - Golden Hour,225,3.8,,https://www.nykaa.com/nykaa-all-thing-glam-makeup-bag-golden-hour/p/277501
277502,Nykaa Cosmetics,Nykaa All Thing Glam Makeup Bag - Pristine White,225,3.8,,https://www.nykaa.com/nykaa-all-thing-glam-makeup-bag-pristine-white/p/277502
286417,Nykaa Cosmetics,Nykaa Metal Addict Makeup Bag - Blushing Gold,300,4.0,,https://www.nykaa.com/nykaa-metal-addict-makeup-bag-blushing-gold/p/286417
288288,Maybelline New York,Maybelline New York Color Sensational Matte Metallic Lipstick,475,4.0,,https://www.nykaa.com/maybelline-new-york-color-sensational-matte-metallic-lipstick/p/288288
301196,L'Oreal Paris,L'Oreal Paris Casting Creme Gloss Hair Color - 316 + Magic Retouch Instant Root Concealer - 2 Dark Brown,929,3.7,,https://www.nykaa.com/l-oreal-paris-casting-creme-gloss-hair-color-316-plum-magic-retouch-instant-root-concealer-2-dark-brown/p/301196
315082,Nykaa Cosmetics,Nykaa Bling It On! Mini Travel-Size Makeup Pouch - Blushing Gold,169,3.7,,https://www.nykaa.com/nykaa-bling-it-on-mini-travel-size-makeup-bag-blushing-gold/p/315082
315084,Nykaa Cosmetics,Nykaa Bling It On! Mini Travel-Size Makeup Pouch - Stormy Goddess,169,3.7,,https://www.nykaa.com/nykaa-bling-it-on-mini-travel-size-makeup-bag-stormy-goddess/p/315084
343888,Nykaa Cosmetics,Nykaa Mermaid Squad Pouch,450,4.0,,https://www.nykaa.com/nykaa-mermaid-squad-pouch/p/343888
347361,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30 - Soft Beige 02,297,3.5,,https://www.nykaa.com/nykaa-skingenius-bb-cream-spf30-soft-beige-02/p/347361
347365,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30,262,3.5,,https://www.nykaa.com/nykaa-skingenius-bb-cream-spf30/p/347365
353883,Maybelline New York,Maybelline New York Lasting Drama Light Eyeliner Pencil,325,4.1,,https://www.nykaa.com/maybelline-new-york-lasting-drama-light-eyeliner-pencil/p/353883
353931,L'Oreal Paris,L'Oreal Paris True Match BB Cream,670,4.1,,https://www.nykaa.com/l-oreal-paris-true-match-bb-creams/p/353931
361744,NYX Professional Makeup,NYX Professional Makeup Powder Puff Lippie Cream,488,3.9,BESTSELLER,https://www.nykaa.com/nyx-professional-makeup-powder-puff-lippie-cream/p/361744
374233,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 30 M Regal Ruby,159,4.0,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-30-m-regal-ruby/p/374233
374235,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 17 M Cranberry Sangria,159,4.0,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-17-m-cranberry-sangria/p/374235
374238,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 03 Devious Pink,159,4.0,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-03-devious-pink/p/374238
376841,Nykaa Cosmetics,Nykaa Wedding Jasmine Gift Box,250,3.8,,https://www.nykaa.com/nykaa-jasmine-gift-box/p/376841
376842,Nykaa Cosmetics,Nykaa Wedding Moringa Gift Box,250,3.7,,https://www.nykaa.com/nykaa-moringa-gift-box/p/376842
376843,Nykaa Cosmetics,Nykaa Wedding Lotus Gift Box,250,3.7,,https://www.nykaa.com/nykaa-lotus-gift-box/p/376843
394618,Nykaa Cosmetics,Nykaa Contour & Conquer - Contour and Highlight Duo - Sizzle Chisel 01,559,4.1,,https://www.nykaa.com/nykaa-contour-conquer-contour-and-highlight-duo-sizzle-chisel-01/p/394618
417929,Nykaa Cosmetics,Nykaa BlendPro Powder Stippling Makeup Brush,449,3.8,,https://www.nykaa.com/nykaa-skin-secrets-sheet-mask/p/417929
422905,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Raspberry,112,4.0,,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-raspberry/p/422905
422906,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Pomegranate,112,4.0,,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-pomegranate/p/422906
422909,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Pinacolada,127,4.0,,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-pinacolada/p/422909
422911,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Grape,119,4.0,,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-grape/p/422911
435111,L'Oreal Paris,L'Oreal Paris Flash Cat Eye Eyeliner - Black,799,4.1,,https://www.nykaa.com/l-oreal-paris-flash-cat-eye-eyeliner-black/p/435111
435129,Maybelline New York,Maybelline New York Shine Compulsion Lipstick,550,3.6,,https://www.nykaa.com/maybelline-new-york-shine-compulsion-lipstick/p/435129
437390,Nykaa Cosmetics,Nykaa BlendPro Highlighting Fan Makeup Brush,319,3.9,,https://www.nykaa.com/nykaa-blendpro-highlighting-fan-makeup-brush/p/437390
448344,Nykaa Cosmetics,Nykaa Oh My Brow! Eyebrow Mascara - Sirius Brown,449,4.1,,https://www.nykaa.com/nykaa-oh-my-brow-eyebrow-mascara-sirius-brown/p/448344
452442,Herbal Essences,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,390,4.2,BESTSELLER,https://www.nykaa.com/herbal-essences-coconut-milk-shampoo-for-hydration-softness-no-parabens-no-colourants-400ml/p/452442
452443,Herbal Essences,"Herbal Essences Cocoa Butter Shampoo For Hair Strengthening - No Parabens, No Colourants",390,4.3,,https://www.nykaa.com/herbal-essences-cocoa-butter-shampoo-for-hair-strengthening-no-parabens-no-colourants-400ml/p/452443
452448,Herbal Essences,Herbal Essences Bio:Renew Hydrate Coconut Milk Conditioner,423,4.4,,https://www.nykaa.com/herbal-essences-bio-renew-hydrate-coconut-milk-conditioner-400ml/p/452448
452449,Herbal Essences,Herbal Essences Bio:Renew Strength Whipped Cocoa Butter Conditioner,423,4.4,,https://www.nykaa.com/herbal-essences-bio-renew-strength-whipped-cocoa-butter-conditioner-400ml/p/452449
452475,Maybelline New York,Maybelline New York Color Sensational Satin Lipstick,499,3.5,,https://www.nykaa.com/maybelline-new-york-color-sensational-satin-lipstick/p/452475
456559,Herbal Essences,"Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants",688,4.3,"FEATURED, BESTSELLER",https://www.nykaa.com/herbal-essences-argan-oil-shampoo-conditioner-for-frizz-no-parabens-no-colourants-slash-save-hp2021/p/456559
456560,Herbal Essences,"Herbal Essences Coconut Milk Shampoo & Conditioner For Hydration & Softness - No Parabens, No Colourants",875,4.3,,https://www.nykaa.com/herbal-essences-bio-renew-hydrate-coconut-milk-shampoo-conditioner-combo/p/456560
456562,Herbal Essences,"Herbal Essences Cocoa Butter Shampoo & Conditioner For Hair Strengthening - No Parabens, No Colourants",875,4.3,,https://www.nykaa.com/herbal-essences-bio-renew-strength-whipped-cocoa-butter-shampoo-conditioner-combo/p/456562
456563,Herbal Essences,"Herbal Essences Strawberry Shampoo & Conditioner For Volume - No Parabens, No Colourants",875,4.1,,https://www.nykaa.com/herbal-essences-bio-renew-clean-white-strawberry-sweet-mint-shampoo-conditioner-combo/p/456563
457014,Lakme,Lakme Blush & Glow Lemon Freshness Gel Face Wash,115,4.0,,https://www.nykaa.com/lakme-blush-glow-lemon-freshness-gel-face-wash-with-lemon-extracts/p/457014
461910,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 45 M Dirty Peach,169,4.0,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-45-m-dirty-peach/p/461910
461912,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 26 M Bon Bon,179,4.0,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-26-m-bon-bon/p/461912
461916,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 01 Notorious Red,159,4.0,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-01-notorious-red/p/461916
461917,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 37 M Beachy Peachy,159,4.0,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-37-m-beachy-peachy/p/461917
465454,Olay,Olay Eye Cream - With Niacinamide & Pentapeptides,1444,4.0,,https://www.nykaa.com/olay-ultimate-eye-cream-dark-circles-wrinkles-puffiness/p/465454
513103,Nykaa Cosmetics,Masaba By Nykaa Lipstick,300,4.1,,https://www.nykaa.com/masaba-by-nykaa-lipstick/p/513103
513815,Nykaa Cosmetics,Masaba By Nykaa - You Croc My World Lipstick & Nail Enamel Combo,559,3.7,,https://www.nykaa.com/masaba-by-nykaa-you-croc-my-world-lipstick-nail-enamel-combo/p/513815
513866,Nykaa Cosmetics,Masaba By Nykaa - Face Palm Lipstick & Nail Enamel Combo,559,4.1,,https://www.nykaa.com/masaba-by-nykaa-face-palm-lipstick-nail-enamel-combo/p/513866
520376,Nykaa Cosmetics,Nykaa Matte To Last! Mini Liquid Lipstick - Maithili 25,203,3.9,,https://www.nykaa.com/nykaa-matte-to-last-mini-liquid-lipstick-maithili/p/520376
540693,Nykaa Cosmetics,Nykaa Get Set Matte! Demi Matte Lip Cream Liquid Lipstick - BASIC,450,3.8,,https://www.nykaa.com/nykaa-get-set-matte-demi-matte-lip-cream-basic/p/540693
551014,Nykaa Cosmetics,Nykaa Strobe & Glow Liquid Highlighter - Glazed Bronze,594,4.1,,https://www.nykaa.com/nykaa-strobe-glow-liquid-highlighter-glazed-bronze/p/551014
551015,Nykaa Cosmetics,Nykaa Strobe & Glow Liquid Highlighter - Blushed Moonlight,699,4.1,,https://www.nykaa.com/nykaa-strobe-glow-liquid-highlighter-blushed-moonlight/p/551015
551016,Nykaa Cosmetics,Nykaa Strobe & Glow Liquid Highlighter,559,4.1,,https://www.nykaa.com/nykaa-strobe-glow-liquid-highlighter/p/551016
564436,Nykaa Cosmetics,Nykaa Lash Talk False Eyelash - Major Length,149,3.9,,https://www.nykaa.com/nykaa-lash-talk-major-length/p/564436
564441,Nykaa Cosmetics,Nykaa Lash Talk False Eyelash,149,3.9,,https://www.nykaa.com/nykaa-lash-talk/p/564441
569411,Nykaa Cosmetics,Nykaa Matte to Last! Metallic Liquid Lipstick and Eyeshadow,313,4.0,,https://www.nykaa.com/nykaa-matte-to-last-metallic-liquid-lipstick/p/569411
573181,Kay Beauty,Kay Beauty Matteinee Matte Lip Crayon Lipstick,639,4.3,BESTSELLER,https://www.nykaa.com/kay-matteinee-lip-crayon/p/573181
573572,Kay Beauty,Kay Beauty Matte Action Lip Liner,413,4.5,,https://www.nykaa.com/kay-matte-action-lip-pencil/p/573572
573594,Kay Beauty,Kay Beauty Waterproof 24 Hour Kajal - Spade - Black,249,4.5,BESTSELLER,https://www.nykaa.com/kay-kohlstar-kajal-spade/p/573594
575926,Olay,Olay Ultimate Skin Regimen Kit,2947,4.1,,https://www.nykaa.com/olay-ultimate-eye-cream-with-total-effect-uv-day-50g-total-effect-night-cream-20g/p/575926
594425,Herbal Essences,Herbal Essences Argan Oil Of Moroccan Shampoo & Conditioner With Free Neem Comb,750,4.3,,https://www.nykaa.com/slash-save-herbal-essences-argan-shampoo-and-conditioner-kit/p/594425
598027,Kay Beauty,Kay Beauty Metallic Eyeshadow Stick Pencil,449,4.5,,https://www.nykaa.com/kay-beauty-metal-show-eyeshadow-stick/p/598027
626493,Nykaa Cosmetics,Nykaa Wing In A Blink Eyeliner Pen - Dark Knight 01,439,3.9,,https://www.nykaa.com/nykaa-wing-in-a-blink-eyeliner-pen-dark-knight-01/p/626493
626907,Kay Beauty,Kay Beauty Nail Nourish Nail Enamel Polish,169,4.3,BESTSELLER,https://www.nykaa.com/kay-beauty-nail-nourish-nail-enamel-polish/p/626907
646041,Nykaa Cosmetics,Nykaa Mirror Shine Trousseau Box - Rose Gold,1599,3.3,,https://www.nykaa.com/nykaa-mirror-shine-trousseau-box-rose-gold/p/646041
648648,L'Oreal Paris,L'Oreal Paris Matte Signature Eyeliner,650,4.0,,https://www.nykaa.com/l-oreal-paris-matte-signature-eyeliner/p/648648
648655,L'Oreal Paris,L'Oreal Paris x Karl Lagerfeld Lipstick,750,4.1,,https://www.nykaa.com/l-oreal-paris-x-karl-lagerfeld-lipstick/p/648655
648660,L'Oreal Paris,L'Oreal Paris Le Bar Powder Blush - 8 City Explorer,509,4.1,,https://www.nykaa.com/l-oreal-paris-le-bar-shimmer-blush-8-city-explorer/p/648660
648691,Maybelline New York,Maybelline New York Tattoo Studio Gel Eyeliner Pencil,325,4.0,,https://www.nykaa.com/maybelline-new-york-tattoo-studio-gel-eyeliner-pencil/p/648691
654419,Kay Beauty,Kay Beauty Colour Corrector Stick,449,3.9,,https://www.nykaa.com/kay-beauty-colour-corrector-stick/p/654419
654428,Kay Beauty,Kay Beauty Contour Stick,509,4.3,,https://www.nykaa.com/kay-beauty-contour-stick/p/654428
681194,L'Oreal Paris,L'Oreal Paris Infallible Ultra Matte Liquid Les Macarons Lipstick,799,4.1,,https://www.nykaa.com/l-oreal-paris-infallible-ultra-matte-liquid-les-macarons-lipstick/p/681194
684657,Lakme,Lakme Absolute Kohl Ultimate The Gelato Collection,400,4.1,,https://www.nykaa.com/lakme-absolute-kohl-ultimate-the-gelato-collection/p/684657
692818,Kay Beauty,Kay Beauty Ultra Black Volume & Length Mascara - Midnight,679,4.5,,https://www.nykaa.com/kay-beauty-volume-length-mascara-midnight/p/692818
692836,Kay Beauty,Kay Beauty Quick Dry Liquid Eyeliner,399,4.4,,https://www.nykaa.com/kay-beauty-eye-stylist-liquid-eyeliner/p/692836
739418,Olay,Olay Regenerist Whip Mini and Ultimate Eye Cream Combo,1943,4.0,,https://www.nykaa.com/olay-regenerist-whip-mini-and-ultimate-eye-cream-combo/p/739418
766520,Kay Beauty,Kay Beauty Matte HD Setting Loose Powder,599,4.5,,https://www.nykaa.com/kay-beauty-hd-setting-loose-powder/p/766520
766529,Kay Beauty,Kay Beauty HD Translucent Loose Powder - White,719,4.5,,https://www.nykaa.com/kay-beauty-hd-translucent-loose-powder-white/p/766529
771559,L'Oreal Paris,L'Oreal Paris Hair Colour Protection Combo - Casting Creme Gloss Hair Colour 400 Dark Brown + Magic Retouch,929,3.9,,https://www.nykaa.com/nylpbndl00486/p/771559
774771,Nykaa Naturals,Nykaa 3 Ply Mask With Face Shield,45,2.8,,https://www.nykaa.com/nykaa-3-ply-mask-with-face-shield/p/774771
781070,Olay,Olay Ultra Lightweight Moisturiser: Luminous Whip Day Cream (non SPF),1599,4.1,,https://www.nykaa.com/olay-ultra-lightweight-moisturiser-luminous-whip-day-cream-non-spf/p/781070
784419,Nykaa Naturals,Nykaa Woman Washable and Reusable Face Mask - Tropical,299,3.6,,https://www.nykaa.com/nykaa-washable-and-reusable-4-filter-mask/p/784419
784422,Nykaa Naturals,Nykaa Face and Eye Shield Mask,239,3.2,,https://www.nykaa.com/nykaa-face-and-eye-shield-mask/p/784422
785729,Nykaa Naturals,Nykaa Skin Secrets Tea Tree & Salicylic Acid Spot Patch,90,3.8,BESTSELLER,https://www.nykaa.com/nykaa-skin-secrets-spot-on-tea-tree-salicylic-acid-pimple-patch-old/p/785729
787778,Nykaa Cosmetics,Nykaa Matte to Last! Mini Liquid Lipstick - Jhumki 14,203,3.9,,https://www.nykaa.com/nykaa-matte-to-last-mini-liquid-lipstick-jhumki-14/p/787778
792460,Nykaa Cosmetics,Nykaa Sun Gaze Holographic Vanity Kit 2,638,3.7,,https://www.nykaa.com/nykaa-sun-gaze-holographic-vanity-kit-2/p/792460
815797,Nykaa Cosmetics,"Nykaa Moi Fragrance Mini Bar Combo- Amour, Bisous, Joie De Vivre, Raison D'Etre",847,4.1,,https://www.nykaa.com/nykaa-fragrance-mini-bar-combo/p/815797
822104,NYX Professional Makeup,NYX Professional Makeup Long Lasting Makeup Setting Spray Radiant Finish,875,4.1,,https://www.nykaa.com/nyx-professional-makeup-long-lasting-makeup-setting-spray-radiant-finish/p/822104
834303,Kay Beauty,Kay Beauty Illuminating Highlighter,639,4.1,,https://www.nykaa.com/kay-beauty-illuminating-highlighter/p/834303
860860,Lakme,Lakme Absolute Illuminating Blush Shimmer Brick - In Pink + Eyeconic Curling Mascara - Black Combo,976,4.1,,https://www.nykaa.com/lakme-absolute-illuminating-blush-shimmer-brick-in-pink-eyeconic-curling-mascara-black-combo/p/860860
861356,Maybelline New York,Maybelline New York Define & Blend Brow Pencil,295,3.9,,https://www.nykaa.com/maybelline-new-york-define-blend-brow-pencil/p/861356
930436,Lakme,Lakme 9 To 5 Matte Moist Mattifying Moisturiser,279,4.1,,https://www.nykaa.com/lakme-9-to-5-matte-moist-mattifying-moisturiser-50-gm/p/930436
950973,Nykaa Cosmetics,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow,125,3.6,,https://www.nykaa.com/nykaa-matte-to-last-mini-metallic-liquid-lipstick-and-eyeshadow/p/950973
982132,Nykaa Cosmetics,Nykaa Mirror Shine Trousseau Box,1199,3.3,,https://www.nykaa.com/nykaa-mirror-shine-trousseau-box/p/982132
995305,Lakme,Lakme Eye-conic Eyes Combo,630,3.9,,https://www.nykaa.com/lakme-eye-conic-eyes-combo-pink-friday-nov2020-slash-save/p/995305
1010793,Kay Beauty,Kay Beauty Matte Drama Long Stay Lipstick,749,4.4,"FEATURED, BESTSELLER",https://www.nykaa.com/kay-beauty-matte-lipstick/p/1010793
1044490,Herbal Essences,"Herbal Essences Aloe & Eucalyptus Shampoo For Soft Smooth Hair, No- Sulphates, Paraben and Silicones",525,4.3,FEATURED,https://www.nykaa.com/herbal-essences-potent-aloe-eucalyptus-shampoo-sulphates-silicones-and-paraben-free-400ml/p/1044490
1044491,Herbal Essences,Herbal Essences Aloe & Bamboo Conditioner Soft Smooth Hair- No- Sulphates and Paraben(400gm),578,4.4,,https://www.nykaa.com/herbal-essences-potent-aloe-bamboo-conditioner-sulphates-and-paraben-free-400ml/p/1044491
1044492,Herbal Essences,"Herbal Essences Aloe & Bamboo Shampoo For Soft Smooth Hair, No-Sulphates, Paraben and Silicones",525,4.3,FEATURED,https://www.nykaa.com/herbal-essences-potent-aloe-bamboo-shampoo-sulphates-silicones-and-paraben-free-400ml/p/1044492
1058010,Nykaa Naturals,Nykaa Facial Ice Globes for Depuffing & Skin Tightening,2774,3.9,,https://www.nykaa.com/nykaa-facial-ice-globes-blue/p/1058010
1066972,Nykaa Cosmetics,Nykaa Cosmetics Masaba By Nykaa Mini Pocket Perfume,224,4.1,,https://www.nykaa.com/nykaa-cosmetics-masaba-by-nykaa-mini-pocket-perfume/p/1066972
1080669,Kay Beauty,Kay Beauty Matte Blush,639,4.5,,https://www.nykaa.com/kay-beauty-matte-blush/p/1080669
1124796,Nykaa Cosmetics,Nykaa Paintstix! Waterproof Matte Lipstick - Flower Power,424,4.1,,https://www.nykaa.com/nykaa-cosmetics-nykaa-painstix-color-care-flower-power/p/1124796
1124808,Nykaa Cosmetics,Nykaa Paintstix! Waterproof Matte Lipstick - Polka Dots,374,4.1,,https://www.nykaa.com/nykaa-cosmetics-nykaa-painstix-color-care-polka-dots/p/1124808
1129386,Kay Beauty,Kay Beauty Matte Compact,639,4.4,"FEATURED, BESTSELLER",https://www.nykaa.com/kay-beauty-matte-compact/p/1129386
1134707,NYX Professional Makeup,NYX Professional Makeup Diamonds & Ice - Please Setting Spray Kit,1999,3.7,,https://www.nykaa.com/nyx-professional-makeup-diamonds-ice-please-setting-spray-kit/p/1134707
1135934,Herbal Essences,Herbal Essences Argan 2 Shampoo + Conditioner,1295,4.3,,https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135934
1135935,Herbal Essences,Herbal Essences Strawberry 2 Shampoo + Conditioner,1295,4.1,,https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135935
1135936,Herbal Essences,Herbal Essences Coconut 2 Shampoo + Conditioner,1295,4.3,,https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135936
1135937,Herbal Essences,Herbal Essences Cocoa Butter 2 Shampoo + Conditioner,1295,4.4,,https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135937
1171833,Nykaa Naturals,Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo,599,4.1,,https://www.nykaa.com/nykaa-naturals-anti-dandruff-combo/p/1171833
1171873,Nykaa Naturals,Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo - Pack of 2,599,3.9,,https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-shampoo-pack-of-2/p/1171873
1181100,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm Combo - Strawberry & Raspberry,209,4.0,,https://www.nykaa.com/nykaa-serial-kisser-strawberry-raspberry-lip-balm-combo/p/1181100
1217419,Nykaa Naturals,Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo - Pack of 3,838,3.9,,https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-shampoo-pack-of-3/p/1217419
1229442,Kay Beauty,Kay Beauty Hydrating Foundation,900,4.4,"FEATURED, BESTSELLER",https://www.nykaa.com/kay-beauty-hydrating-foundation/p/1229442
1285508,Nykaa Naturals,Nykaa Naturals 2 in 1 Vibrating Face Roller With Under Eye Massager - Green Jade,2309,3.7,,https://www.nykaa.com/nykaa-electric-rollers-green-jade/p/1285508
1287915,Maybelline New York,Maybelline New York Bold & Nude - Eye Combo,1448,4.1,,https://www.nykaa.com/maybelline-new-york-bold-nude-eye-combo/p/1287915
1287936,Maybelline New York,Maybelline New York Liner & Palette Combo: Blushed Look,1549,4.1,,https://www.nykaa.com/maybelline-new-york-liner-palette-combo-blushed-look/p/1287936
1290145,Herbal Essences,"Herbal Essences Aloe & Bamboo Shampoo + Conditioner For Soft Smooth Hair, No Sulphates & Paraben",1181,4.4,FEATURED,https://www.nykaa.com/herbal-essences-potent-aloe-bamboo-shampoo-and-conditioner-combo-sulphate-and-paraben-free/p/1290145
1290147,Herbal Essences,"Herbal Essences Aloe & Eucalyptus Shampoo + Aloe & Bamboo Conditioner, No- Sulphates & Paraben",1103,4.4,,https://www.nykaa.com/herbal-essences-potent-aloe-eucalyptus-shampoo-and-bamboo-conditioner-sulphate-and-paraben-free/p/1290147
1324436,Kay Beauty,Kay Beauty Eyeshadow Palette,959,4.6,FEATURED,https://www.nykaa.com/kay-beauty-eyekanvas-eyeshadow-palette/p/1324436
1356977,Nykaa Naturals,Retinol & Hyaluronic Acid Sleeping Mask for Intense Hydration - Pack of 2,245,4.1,,https://www.nykaa.com/retinol-hyaluronic-acid-sleeping-mask-pack-of-2/p/1356977
1366625,Nykaa Naturals,Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Hair Mask,749,4.0,,https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-shampoo-hair-mask/p/1366625
1473197,Nykaa Naturals,Nykaa Naturals CleanTouch 2 in 1 Face Brush & Massager for Deep Cleansing & Exfoliation - Pink,2249,3.9,,https://www.nykaa.com/nykaa-face-cleansing-brush-pink/p/1473197
1473807,Nivea,Nivea Naturally Good Care Box,1078,3.7,,https://www.nykaa.com/nivea-naturally-good-care-box/p/1473807
